,name,salary,address,gender,email,birthdaydate,university,GPA,test,IsMarried,partition
4309,qossay,3518,nablus,Female,jtqcxdrwqs@asaltech.com,1998-10-25,al-quds,68,value2,False,5
4322,qossay,2012,Jerusalem,Female,tcvjzpsobb@asaltech.com,1997-02-07,birzeit,69,value3,True,7
4325,qossay,4469,yafa,Female,ycjrryzjkk@asaltech.com,1982-10-24,birzeit,95,value3,False,4
4326,qossay,2254,yafa,Female,fbdfsdjfju@asaltech.com,1995-12-16,al-quds,75,value2,True,6
4374,qossay,1551,Bethlehem,Female,krpaalfddq@asaltech.com,1993-05-18,najah,74,value1,True,8
4388,qossay,4669,Salfit,Female,puxyyqzqgh@asaltech.com,1982-11-24,birzeit,83,value1,False,4
4459,qossay,812,yafa,Female,csoligtbex@asaltech.com,1981-03-10,najah,62,value1,True,0
4464,qossay,1844,Jenin ,Female,tbqknilyvu@asaltech.com,1993-05-14,najah,96,value2,True,4
4506,qossay,3219,nablus,Female,zmwdhwsnnm@asaltech.com,1981-01-16,birzeit,95,value2,True,6
4518,qossay,1217,rammallah,Female,uixaxyqgyt@asaltech.com,1986-12-22,najah,68,value2,True,2
4527,qossay,2276,Bethlehem,Female,umuzdbdpmy@asaltech.com,1989-07-06,najah,99,value1,True,6
4557,qossay,1430,Jenin ,Female,vsfbyakfyz@asaltech.com,1996-03-11,birzeit,60,value2,False,1
4579,qossay,2982,Salfit,Female,cdbcbzwzxk@asaltech.com,1990-10-25,najah,84,value3,True,5
4604,qossay,2951,yafa,Female,zyspdmdzte@asaltech.com,1999-05-13,birzeit,89,value2,False,3
4606,qossay,4303,yafa,Female,obsajptprg@asaltech.com,1989-02-07,al-quds,88,value2,False,7
4611,qossay,3747,nablus,Female,wyiidqhkdn@asaltech.com,1994-03-03,najah,68,value2,False,3
4621,qossay,1927,Jenin ,Female,sswafejhot@asaltech.com,1984-07-11,al-quds,85,value3,False,1
4647,qossay,2544,Jerusalem,Female,duaqrfwspu@asaltech.com,2000-02-10,al-quds,99,value1,True,0
4652,qossay,3284,Salfit,Female,eqejrhlfan@asaltech.com,1982-05-22,al-quds,91,value1,True,2
4657,qossay,3987,Jenin ,Female,qhicnyybso@asaltech.com,1996-05-19,najah,95,value3,True,9
4743,qossay,2548,amman,Female,ydovjcesfw@asaltech.com,1999-07-13,najah,88,value3,False,3
4769,qossay,4672,hebron,Female,qkmtseohxk@asaltech.com,1992-06-15,al-quds,74,value2,True,5
4772,qossay,3175,nablus,Female,kwjhotiprm@asaltech.com,1995-05-21,birzeit,69,value3,False,1
4790,qossay,1572,yafa,Female,qllmgwjmfk@asaltech.com,2000-03-26,birzeit,88,value3,True,6
4800,qossay,2679,hebron,Female,iyliwyqhfj@asaltech.com,1994-02-28,najah,68,value1,True,8
4806,qossay,1511,rawabi,Female,knzectrdhn@asaltech.com,2000-11-03,birzeit,61,value3,False,3
4818,qossay,4651,Jenin ,Female,jajvjfoqzh@asaltech.com,1981-06-06,birzeit,64,value1,False,6
4922,qossay,2590,rawabi,Female,oblzcjbtbj@asaltech.com,1994-08-21,al-quds,92,value1,True,1
4924,qossay,4705,rammallah,Female,ddfvicezbd@asaltech.com,2000-11-03,birzeit,99,value2,True,3
4940,qossay,1355,Jenin ,Female,bqzkjvombw@asaltech.com,1995-04-17,al-quds,95,value2,True,7
4945,qossay,4492,yafa,Female,fzjcwbjpse@asaltech.com,1994-07-25,al-quds,82,value1,True,5
4959,qossay,2469,Jenin ,Female,wdkmhewgnu@asaltech.com,1992-05-28,al-quds,92,value1,False,8
4971,qossay,1637,Salfit,Female,inogjcjgdw@asaltech.com,1983-03-04,najah,96,value3,False,4
4983,qossay,2854,rawabi,Female,xalupkztqa@asaltech.com,1993-08-25,al-quds,68,value1,True,5
4985,qossay,1144,Jenin ,Female,klyfccymmw@asaltech.com,1983-09-07,birzeit,65,value2,False,7
4986,qossay,2726,rawabi,Female,izkdsochsr@asaltech.com,1980-05-19,al-quds,69,value3,True,9
4991,qossay,2256,rammallah,Female,ycsraqawia@asaltech.com,1982-12-14,al-quds,98,value3,True,4
5009,qossay,2520,Bethlehem,Female,daxweskdcr@asaltech.com,1985-07-23,najah,63,value3,False,3
5024,qossay,1839,Jerusalem,Female,eiagyeeugx@asaltech.com,1990-03-04,birzeit,73,value2,True,4
5032,qossay,4051,hebron,Female,zxpgnsqlbx@asaltech.com,1983-03-18,birzeit,94,value3,True,8
5075,qossay,983,amman,Female,tczxvzbfhp@asaltech.com,1999-10-05,al-quds,76,value1,False,5
5080,qossay,2498,nablus,Female,effoyiihpf@asaltech.com,1997-11-01,al-quds,66,value1,True,1
5086,qossay,1567,rammallah,Female,lvvknujiww@asaltech.com,1991-11-10,birzeit,89,value1,True,0
5093,qossay,3724,hebron,Female,jgfnornpfg@asaltech.com,1983-02-12,al-quds,66,value1,True,2
5105,qossay,1381,rawabi,Female,hechhfxtki@asaltech.com,1999-02-11,najah,77,value1,False,1
5119,qossay,1174,Bethlehem,Female,ypsqiokqdu@asaltech.com,1982-07-27,birzeit,87,value1,False,7
5131,qossay,4723,Bethlehem,Female,ilcgovpdfs@asaltech.com,1994-04-19,al-quds,67,value2,True,9
5133,qossay,3886,nablus,Female,kebddbvbjp@asaltech.com,1998-12-06,al-quds,88,value2,False,6
5134,qossay,1221,hebron,Female,rtptbmwwuc@asaltech.com,1993-01-14,birzeit,70,value1,True,4
5158,qossay,3551,yafa,Female,mljavwjizq@asaltech.com,1998-09-03,najah,75,value2,True,3
5169,qossay,4324,Jerusalem,Female,xnqvmnexde@asaltech.com,1986-10-10,najah,95,value3,False,0
5190,qossay,3129,Jerusalem,Female,reavelqozf@asaltech.com,1985-04-02,al-quds,73,value2,False,2
5200,qossay,2677,amman,Female,bsxobmyttu@asaltech.com,2000-07-03,al-quds,60,value1,False,3
5252,qossay,2950,hebron,Female,mamtrwldvi@asaltech.com,1996-06-23,al-quds,82,value1,True,3
5282,qossay,2581,Bethlehem,Female,incyumpfov@asaltech.com,1984-08-19,najah,76,value1,True,9
5307,qossay,3278,Salfit,Female,jvfrayndmg@asaltech.com,1995-02-05,al-quds,84,value2,True,5
5341,qossay,1308,hebron,Female,aqlysrgfjq@asaltech.com,1989-11-06,najah,81,value2,False,6
5347,qossay,4370,nablus,Female,qsixpozzqi@asaltech.com,1984-11-27,al-quds,77,value1,False,7
5370,qossay,4629,nablus,Female,mpsjgspjbv@asaltech.com,1988-09-16,najah,67,value3,True,6
5380,qossay,4873,rammallah,Female,ldtijhxvmx@asaltech.com,1991-09-19,al-quds,85,value3,True,9
5403,qossay,3897,nablus,Female,bjupsbvbtj@asaltech.com,1992-02-17,birzeit,71,value3,True,7
5443,qossay,2595,rawabi,Female,brktncrbnp@asaltech.com,1980-02-08,najah,80,value2,False,8
5468,qossay,4731,yafa,Female,spcjxkwxyy@asaltech.com,1980-07-26,birzeit,88,value1,False,6
5472,qossay,3467,Jerusalem,Female,orhrppiyvl@asaltech.com,1988-02-09,birzeit,69,value3,True,9
5488,qossay,1349,Bethlehem,Female,agorqbuxra@asaltech.com,1995-08-02,najah,67,value2,False,2
5490,qossay,2059,Salfit,Female,qsbepmvovi@asaltech.com,1987-03-04,birzeit,62,value1,True,4
5499,qossay,1786,Jenin ,Female,jtzkkgtecl@asaltech.com,1987-11-17,al-quds,70,value3,True,7
5512,qossay,4297,rammallah,Female,djogiwxlct@asaltech.com,1991-04-04,birzeit,99,value3,False,4
5520,qossay,1932,rammallah,Female,giojoprckr@asaltech.com,1984-11-23,al-quds,88,value2,False,3
5522,qossay,2280,amman,Female,qkhowghvko@asaltech.com,1987-11-28,najah,70,value2,False,8
5524,qossay,2801,amman,Female,imukjpsbhw@asaltech.com,1981-02-20,najah,75,value3,False,0
5551,qossay,4029,Bethlehem,Female,fyorbpwwua@asaltech.com,1993-07-01,al-quds,60,value1,True,1
5556,qossay,4501,nablus,Female,wxopjwqmyw@asaltech.com,1981-08-26,al-quds,98,value3,False,6
5559,qossay,988,Jenin ,Female,azlnpoyfrh@asaltech.com,1996-05-06,najah,91,value2,True,6
5580,qossay,913,rawabi,Female,qgxfexgzpx@asaltech.com,1996-08-22,najah,87,value2,False,2
5581,qossay,3868,Salfit,Female,shgcnyswef@asaltech.com,1981-02-24,najah,84,value1,True,4
5593,qossay,2646,rawabi,Female,ssxsndpdhx@asaltech.com,1989-12-24,al-quds,99,value2,False,4
5642,qossay,4291,yafa,Female,roghqxmjvo@asaltech.com,2000-04-24,al-quds,61,value3,False,4
5643,qossay,2526,Jerusalem,Female,nizgskwngx@asaltech.com,1990-07-14,najah,60,value2,True,4
5646,qossay,2168,Salfit,Female,pzvcforuen@asaltech.com,1990-01-02,al-quds,90,value1,False,2
5650,qossay,4505,rammallah,Female,rhqaiojujl@asaltech.com,1996-04-25,al-quds,63,value1,False,5
5651,qossay,2225,rammallah,Female,rttcikhbos@asaltech.com,1996-04-01,al-quds,85,value3,True,1
5668,qossay,2660,hebron,Female,zuirtmenbk@asaltech.com,1980-07-27,najah,87,value1,False,7
5669,qossay,2179,hebron,Female,sarjlgefml@asaltech.com,1993-10-16,najah,83,value2,True,6
5737,qossay,4865,hebron,Female,miobiqyvux@asaltech.com,1983-03-08,al-quds,78,value2,True,8
5741,qossay,2200,Jenin ,Female,ywvkxkyndg@asaltech.com,1988-09-12,najah,91,value3,True,2
5744,qossay,1556,Bethlehem,Female,fqruqhqtsk@asaltech.com,2000-08-22,al-quds,61,value3,False,2
5869,qossay,4283,yafa,Female,qorzavotwz@asaltech.com,1988-06-12,al-quds,74,value2,False,2
5883,qossay,4371,yafa,Female,cibifjhzid@asaltech.com,1984-01-20,al-quds,73,value3,True,0
5885,qossay,3083,Bethlehem,Female,vnvcstaykz@asaltech.com,1997-08-02,najah,74,value3,True,2
5890,qossay,3659,yafa,Female,asinmqoocd@asaltech.com,1995-07-20,najah,74,value1,False,0
5941,qossay,1959,rawabi,Female,wbrezjaash@asaltech.com,1997-10-24,najah,65,value1,False,4
5953,qossay,2814,Jenin ,Female,yoftmigobr@asaltech.com,1991-02-23,najah,63,value1,True,3
5972,qossay,4036,rawabi,Female,hpdllbjsel@asaltech.com,1984-06-03,birzeit,75,value3,True,3
5993,qossay,1071,Salfit,Female,bogggndkjf@asaltech.com,1996-05-20,najah,70,value1,True,0
6004,qossay,2610,nablus,Female,zqzabsxlxt@asaltech.com,1986-07-02,al-quds,74,value1,True,2
6008,qossay,2507,rammallah,Female,fheiejiepq@asaltech.com,1988-03-24,birzeit,74,value1,True,4
6013,qossay,2560,Salfit,Female,oaarcrwsok@asaltech.com,2000-06-18,birzeit,84,value1,True,8
6034,qossay,3216,rawabi,Female,gfvlqieuyb@asaltech.com,1986-10-28,najah,93,value1,True,8
6035,qossay,4459,yafa,Female,lhlstakask@asaltech.com,1994-04-09,najah,81,value1,False,9
6041,qossay,1471,rawabi,Female,qjsaisfeea@asaltech.com,1989-10-25,birzeit,63,value1,True,5
6067,qossay,2370,Jenin ,Female,lvehzgxmbk@asaltech.com,1992-08-10,al-quds,63,value3,True,0
6085,qossay,4199,yafa,Female,xaushjmgel@asaltech.com,1987-11-25,najah,92,value2,False,5
6101,qossay,3870,rammallah,Female,ogafvxvtqu@asaltech.com,1991-12-06,birzeit,75,value3,True,6
6126,qossay,1450,amman,Female,vjdfenzzqu@asaltech.com,1998-01-17,birzeit,91,value3,False,7
6133,qossay,2861,Bethlehem,Female,ybznntbusr@asaltech.com,1993-12-07,najah,97,value1,True,7
6134,qossay,4084,yafa,Female,lyszetjqbu@asaltech.com,1989-07-19,najah,68,value1,True,9
6135,qossay,1451,amman,Female,cjeduzndue@asaltech.com,1981-05-16,birzeit,72,value1,True,6
6168,qossay,3143,Jerusalem,Female,cvwiiusubx@asaltech.com,1986-12-06,najah,75,value2,False,6
6174,qossay,3999,nablus,Female,vidtufqmgq@asaltech.com,1998-06-26,birzeit,98,value3,True,6
6233,qossay,887,rammallah,Female,gqmlddibwx@asaltech.com,1984-01-17,birzeit,60,value2,False,7
6238,qossay,3935,Bethlehem,Female,smplvntlns@asaltech.com,1991-07-13,birzeit,63,value3,True,3
6248,qossay,3301,Jerusalem,Female,pufjupncij@asaltech.com,1987-01-24,al-quds,64,value3,True,4
6254,qossay,4370,rawabi,Female,smzrvrbipv@asaltech.com,1998-06-04,birzeit,90,value1,True,4
6260,qossay,1091,yafa,Female,umyjnfjgpj@asaltech.com,1981-02-10,najah,81,value2,True,0
6266,qossay,2234,amman,Female,gqslalqefe@asaltech.com,1982-10-18,birzeit,75,value1,True,8
6284,qossay,1330,Jerusalem,Female,iqicfoinua@asaltech.com,1991-11-27,birzeit,71,value3,False,7
6307,qossay,4179,hebron,Female,nxuqgxxrba@asaltech.com,1986-07-18,najah,63,value3,False,8
6336,qossay,2622,nablus,Female,ofgwehtais@asaltech.com,1997-10-14,al-quds,76,value1,True,4
6357,qossay,3599,rawabi,Female,euziljzrfb@asaltech.com,1984-10-01,birzeit,65,value2,False,1
6383,qossay,1347,Salfit,Female,kylfyloywr@asaltech.com,1989-06-23,al-quds,61,value1,False,3
6405,qossay,2660,Bethlehem,Female,xpvnvdqotd@asaltech.com,1996-08-01,najah,70,value1,False,1
6410,qossay,4873,yafa,Female,kddjogdyyt@asaltech.com,1987-01-15,birzeit,88,value3,False,5
6437,qossay,996,yafa,Female,degcztzeye@asaltech.com,1988-07-27,najah,77,value2,True,7
6451,qossay,1317,Jenin ,Female,gdmhggwdrk@asaltech.com,1997-02-08,al-quds,98,value2,False,8
6469,qossay,1976,Jerusalem,Female,llnwelvvpl@asaltech.com,1998-09-08,birzeit,69,value3,False,8
6482,qossay,4730,rammallah,Female,anfhexhrwn@asaltech.com,1985-02-14,al-quds,65,value3,True,4
6501,qossay,822,Jerusalem,Female,eavuskvqur@asaltech.com,1981-06-01,birzeit,87,value1,True,1
6515,qossay,3923,rawabi,Female,tbyipviwlh@asaltech.com,1997-10-16,al-quds,84,value3,False,6
6518,qossay,4606,Salfit,Female,sgwbqxwxrq@asaltech.com,1992-01-03,birzeit,61,value3,True,3
6529,qossay,3461,Jerusalem,Female,ivucdbhfhf@asaltech.com,1989-05-22,birzeit,66,value1,True,2
6558,qossay,4492,rammallah,Female,hxcomsmoua@asaltech.com,1982-08-23,birzeit,89,value3,True,3
6603,qossay,4458,rammallah,Female,nwgsrznvyz@asaltech.com,1994-03-07,birzeit,93,value2,True,7
6611,qossay,1256,Salfit,Female,zcrefvsfdw@asaltech.com,1996-07-07,najah,94,value3,True,7
6625,qossay,4972,Bethlehem,Female,kgoyfrcvoh@asaltech.com,1989-05-10,birzeit,70,value1,False,0
6628,qossay,978,Bethlehem,Female,yubnagqfhk@asaltech.com,1997-12-07,birzeit,96,value2,False,7
6653,qossay,2731,yafa,Female,pfhmmdfdoc@asaltech.com,1993-05-23,al-quds,95,value3,True,3
6659,qossay,3834,Jenin ,Female,mkklpdgwsr@asaltech.com,1996-11-12,najah,93,value1,False,2
6660,qossay,1457,yafa,Female,wpcdnzpgxd@asaltech.com,1980-09-16,al-quds,94,value1,False,6
6699,qossay,1680,rammallah,Female,bjmydjhhvo@asaltech.com,1993-02-21,al-quds,90,value2,True,1
6704,qossay,1263,hebron,Female,nkktbrubhz@asaltech.com,1997-11-17,najah,86,value3,False,7
6735,qossay,2059,rammallah,Female,kvxvmwgoxj@asaltech.com,1994-07-08,birzeit,99,value3,False,8
6762,qossay,1736,rammallah,Female,bvahywcztm@asaltech.com,1994-02-13,najah,91,value3,False,3
6770,qossay,4509,Jerusalem,Female,gnyjpyaxrf@asaltech.com,1994-12-13,najah,62,value2,True,3
6790,qossay,3044,Jerusalem,Female,pscnyracxr@asaltech.com,1985-04-21,al-quds,94,value2,False,1
6807,qossay,860,yafa,Female,irwfxjqrtr@asaltech.com,1998-06-18,al-quds,71,value2,False,8
6826,qossay,1663,rawabi,Female,fkmmkqyzjg@asaltech.com,1983-08-28,birzeit,91,value3,True,8
6837,qossay,1508,Jenin ,Female,mhkkolpvfj@asaltech.com,1989-09-26,najah,61,value2,False,6
6883,qossay,4292,rawabi,Female,vondkdujfm@asaltech.com,1988-10-12,birzeit,86,value2,True,2
6896,qossay,4508,Jenin ,Female,zqqaohvwnc@asaltech.com,1980-06-16,birzeit,97,value1,True,6
6922,qossay,4540,Jenin ,Female,nfmsthjnpm@asaltech.com,1984-08-12,al-quds,73,value3,False,2
6927,qossay,4101,nablus,Female,pzjcwtzbci@asaltech.com,1997-02-28,birzeit,67,value2,False,8
6930,qossay,4592,Jerusalem,Female,drttaoeelu@asaltech.com,1991-01-09,najah,84,value1,True,9
6959,qossay,3997,rammallah,Female,bbifdawyjf@asaltech.com,1985-09-21,najah,69,value1,False,1
6976,qossay,3049,Jerusalem,Female,ebifbcujma@asaltech.com,1995-06-07,al-quds,96,value2,False,7
6990,qossay,1918,yafa,Female,tfkvsqhrtq@asaltech.com,1984-02-24,al-quds,67,value1,True,4
6991,qossay,4171,Bethlehem,Female,sujdmvztoa@asaltech.com,1983-11-05,al-quds,93,value3,False,5
6998,qossay,4809,amman,Female,koisxcpmmr@asaltech.com,1993-05-02,al-quds,86,value1,False,2
7055,qossay,1122,hebron,Female,yrwozdyjtj@asaltech.com,1995-04-24,al-quds,72,value2,True,4
7080,qossay,2108,rawabi,Female,gnhajepfjf@asaltech.com,2000-08-25,birzeit,76,value2,True,5
7087,qossay,802,Salfit,Female,yljyyyixnh@asaltech.com,1995-08-06,najah,94,value3,True,6
7089,qossay,2412,Bethlehem,Female,qblygxbcvv@asaltech.com,1993-09-05,al-quds,84,value2,False,5
7133,qossay,1990,nablus,Female,rskpfbcftz@asaltech.com,1992-05-05,najah,99,value3,True,5
7193,qossay,1506,rammallah,Female,skyebbjtob@asaltech.com,1995-02-11,najah,60,value3,False,1
7209,qossay,1201,rammallah,Female,tfhvdhlyju@asaltech.com,1998-05-14,birzeit,74,value1,True,4
7216,qossay,804,hebron,Female,ohiojcvfxx@asaltech.com,1994-01-03,najah,82,value2,True,3
7217,qossay,3729,rammallah,Female,swzscxjlem@asaltech.com,1992-03-10,al-quds,81,value3,False,0
7231,qossay,2065,Jenin ,Female,axzggzoziq@asaltech.com,1990-03-14,birzeit,68,value2,True,4
7241,qossay,4862,rammallah,Female,kbxpedetwa@asaltech.com,1985-07-22,al-quds,64,value2,False,2
7246,qossay,1456,yafa,Female,znqmmiulzp@asaltech.com,1982-04-23,birzeit,79,value2,True,3
7258,qossay,1201,Salfit,Female,pxxqlwajpq@asaltech.com,2000-06-03,najah,76,value3,False,3
7260,qossay,4469,Salfit,Female,ojwjaeyhti@asaltech.com,1982-04-04,najah,99,value3,True,4
7276,qossay,860,amman,Female,fhpedsfzqr@asaltech.com,1982-03-20,al-quds,84,value3,False,0
7297,qossay,4657,Bethlehem,Female,hhjgwdpqjk@asaltech.com,1988-11-28,najah,84,value2,False,8
7335,qossay,1408,Salfit,Female,ljmzhnyfrr@asaltech.com,1993-03-24,birzeit,85,value1,False,4
7342,qossay,2287,Jenin ,Female,jzaolajyad@asaltech.com,1980-11-23,birzeit,79,value1,False,3
7362,qossay,910,Bethlehem,Female,afvzjdkjrd@asaltech.com,1993-08-17,birzeit,69,value1,False,7
7380,qossay,3328,Jerusalem,Female,arynwxrfbi@asaltech.com,1981-12-05,al-quds,80,value1,True,5
7398,qossay,4190,hebron,Female,tlieimyksq@asaltech.com,1992-02-04,najah,99,value2,True,4
7399,qossay,4165,nablus,Female,ijpvktgkpv@asaltech.com,1992-12-19,birzeit,68,value3,True,9
7411,qossay,2209,rawabi,Female,rfmpxprbtc@asaltech.com,1998-05-16,al-quds,93,value2,True,6
7440,qossay,2162,amman,Female,gqblkaeyhf@asaltech.com,1997-12-09,najah,60,value3,True,9
7455,qossay,2828,rammallah,Female,ahdozzpbav@asaltech.com,1990-01-13,birzeit,66,value3,True,3
7465,qossay,2166,hebron,Female,ocfibgeijl@asaltech.com,1994-06-18,al-quds,96,value3,False,8
7479,qossay,1817,Jenin ,Female,biiieranie@asaltech.com,1994-07-18,najah,62,value3,True,8
7514,qossay,979,yafa,Female,lcegzlmrsy@asaltech.com,1988-08-16,birzeit,89,value3,True,6
7520,qossay,4675,Jenin ,Female,fpwwwmcfup@asaltech.com,1998-02-01,birzeit,89,value1,True,1
7587,qossay,2882,nablus,Female,ulshxzjacm@asaltech.com,1999-10-06,najah,93,value1,True,6
7611,qossay,1388,nablus,Female,vudywieqbz@asaltech.com,1993-10-18,najah,76,value2,True,8
7613,qossay,1479,yafa,Female,qjohlaiwqh@asaltech.com,1993-08-04,birzeit,89,value2,True,4
7624,qossay,3019,Jenin ,Female,ywhueguyew@asaltech.com,2000-01-09,najah,82,value1,True,9
7650,qossay,2231,hebron,Female,hwoblcnffg@asaltech.com,1999-02-19,birzeit,82,value1,False,9
7651,qossay,875,hebron,Female,zyjqnndljs@asaltech.com,1984-11-10,najah,81,value2,True,0
7666,qossay,4617,Jenin ,Female,ruodcylepr@asaltech.com,1982-06-28,najah,71,value1,True,8
7718,qossay,976,Jerusalem,Female,atpbucysrj@asaltech.com,1997-01-20,najah,72,value1,False,0
7724,qossay,2781,yafa,Female,nnsxlvfaqm@asaltech.com,1983-03-28,najah,76,value1,False,8
7747,qossay,3822,yafa,Female,yjtjrwphpj@asaltech.com,1997-06-01,birzeit,68,value3,False,1
7779,qossay,2656,hebron,Female,qcqsavddbx@asaltech.com,1998-09-07,al-quds,69,value1,False,7
7794,qossay,3996,rammallah,Female,fvlkyacdwm@asaltech.com,1998-04-09,najah,95,value3,True,9
7799,qossay,4838,Jenin ,Female,ikwzrhdvwz@asaltech.com,1990-03-08,al-quds,75,value3,True,8
7834,qossay,1189,nablus,Female,isxoyhneeg@asaltech.com,1995-06-08,al-quds,98,value1,True,8
7860,qossay,4824,Salfit,Female,kdjgdrnxht@asaltech.com,1983-07-06,najah,63,value1,False,6
7874,qossay,1559,nablus,Female,hppdhuqhto@asaltech.com,1993-08-19,birzeit,79,value3,False,9
7890,qossay,2905,hebron,Female,mbomeesqna@asaltech.com,1997-01-15,birzeit,77,value2,False,5
7902,qossay,1447,nablus,Female,kgspcgrcio@asaltech.com,1983-10-03,najah,76,value2,True,3
7907,qossay,2351,amman,Female,dbjssagjvx@asaltech.com,1994-02-16,al-quds,73,value2,True,6
7920,qossay,3259,Jenin ,Female,smwqquaxot@asaltech.com,1984-09-22,najah,79,value2,True,2
7934,qossay,1008,yafa,Female,tmrxxsfouk@asaltech.com,1989-06-07,al-quds,86,value3,True,7
7935,qossay,1993,amman,Female,qwdytxsdna@asaltech.com,2000-12-16,najah,64,value3,True,6
7942,qossay,1628,hebron,Female,ocdgjgnger@asaltech.com,1983-08-16,al-quds,84,value3,True,6
7943,qossay,2693,Jenin ,Female,eaixpmstnl@asaltech.com,1993-06-09,al-quds,87,value3,True,9
7955,qossay,4153,Salfit,Female,vwzsooaqwd@asaltech.com,2000-02-13,birzeit,73,value2,False,3
7960,qossay,2633,Jenin ,Female,zubwzzjcji@asaltech.com,1997-05-08,najah,75,value3,False,8
7968,qossay,3306,Bethlehem,Female,jskydmifkk@asaltech.com,1983-05-25,birzeit,75,value1,False,5
7988,qossay,1416,Jerusalem,Female,txfecpfsyg@asaltech.com,1997-04-06,birzeit,68,value2,False,6
8005,qossay,2665,rawabi,Female,fbddcfajxg@asaltech.com,1990-08-16,al-quds,79,value2,True,6
8008,qossay,1643,yafa,Female,hmuwvgcpuu@asaltech.com,1991-04-26,najah,95,value1,False,6
8019,qossay,3712,Jerusalem,Female,agztvwfuqs@asaltech.com,1999-06-21,najah,61,value2,True,1
8038,qossay,4674,Salfit,Female,nsfprgbfld@asaltech.com,1993-08-18,najah,83,value3,True,8
8089,qossay,3245,amman,Female,ertdnmghqs@asaltech.com,1980-02-18,najah,70,value1,True,8
8095,qossay,3140,amman,Female,evarayvgff@asaltech.com,1986-04-09,birzeit,69,value3,False,9
8148,qossay,1182,rawabi,Female,lrlmazqlhl@asaltech.com,1998-05-09,najah,72,value2,True,9
8199,qossay,4159,hebron,Female,fsrholembi@asaltech.com,1993-05-13,najah,77,value2,False,3
8237,qossay,4453,yafa,Female,efbjuqwycu@asaltech.com,1993-10-15,birzeit,85,value3,True,5
8247,qossay,1179,hebron,Female,ttxuivetsu@asaltech.com,1993-12-24,al-quds,60,value2,True,4
8260,qossay,1677,amman,Female,vctstnzwae@asaltech.com,1990-12-28,birzeit,76,value3,False,8
8268,qossay,2962,Bethlehem,Female,vruympkedu@asaltech.com,1989-05-11,al-quds,93,value2,False,1
8274,qossay,3488,hebron,Female,jlmibvvjji@asaltech.com,1996-04-21,al-quds,70,value2,False,1
8275,qossay,1579,hebron,Female,gdwlydqikt@asaltech.com,1984-08-11,birzeit,81,value1,True,1
8300,qossay,4595,amman,Female,ardsrcbtdk@asaltech.com,1986-07-24,birzeit,94,value2,True,4
8361,qossay,3167,Salfit,Female,ttezygwvzo@asaltech.com,1990-06-05,birzeit,82,value2,False,5
8374,qossay,2475,hebron,Female,mfiqcfikwm@asaltech.com,1989-12-18,birzeit,92,value1,False,8
8376,qossay,4465,Salfit,Female,ozefchcybm@asaltech.com,1995-08-14,najah,98,value1,False,4
8382,qossay,1314,hebron,Female,utsndsxxbe@asaltech.com,1993-07-05,birzeit,91,value1,False,5
8410,qossay,1600,Bethlehem,Female,nbboetpgib@asaltech.com,1987-08-17,najah,63,value2,False,7
8453,qossay,1338,hebron,Female,reiikuyehb@asaltech.com,1999-07-17,birzeit,76,value3,False,7
8457,qossay,3115,rammallah,Female,xwmvseknqz@asaltech.com,1982-04-18,najah,64,value2,False,8
